Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,2021-06-21,33.6,31.8,35.5,31.8 - 35.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,2021-06-21,34.2,33,35.5,33.0 - 35.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,32,"Jun 9 - Jun 21, 2021",06/09/2021,2021-06-21,23.1,22.2,24,22.2 - 24.0,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,32.8,28,37.8,28.0 - 37.8,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,22.7,21.1,24.3,21.1 - 24.3,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,24.6,23.5,25.7,23.5 - 25.7,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,13.4,12.7,14.1,12.7 - 14.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,35.1,30.4,40.1,30.4 - 40.1,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,24.1,22.4,25.9,22.4 - 25.9,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,28.7,27.3,30.1,27.3 - 30.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,18.9,18.2,19.6,18.2 - 19.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,41.8,37.1,46.6,37.1 - 46.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,29.3,27.4,31.3,27.4 - 31.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,33.7,32.3,35.1,32.3 - 35.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.1,33,"Jun 23 - Jul 5, 2021",06/23/2021,2021-07-05,21.8,21,22.6,21.0 - 22.6,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Jul 6 - Jul 20, 2021",07/06/2021,2021-07-20,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Jul 6 - Jul 20, 2021",07/06/2021,2021-07-20,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Jul 6 - Jul 20, 2021",07/06/2021,2021-07-20,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Jul 6 - Jul 20, 2021",07/06/2021,2021-07-20,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,32,27.1,37.2,27.1 - 37.2,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,24.5,22.8,26.2,22.8 - 26.2,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,25.7,24.6,26.9,24.6 - 26.9,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,14.6,13.9,15.3,13.9 - 15.3,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,-1,1,"Jul 6 - Jul 20, 2021",07/06/2021,2021-07-20,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,-1,1,"Jul 6 - Jul 20, 2021",07/06/2021,2021-07-20,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Jul 6 - Jul 20, 2021",07/06/2021,2021-07-20,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Jul 6 - Jul 20, 2021",07/06/2021,2021-07-20,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,32.7,28.4,37.2,28.4 - 37.2,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,27.6,25.7,29.6,25.7 - 29.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,31.2,30.2,32.3,30.2 - 32.3,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,21.2,20.4,22,20.4 - 22.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Jul 6 - Jul 20, 2021",07/06/2021,2021-07-20,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Jul 6 - Jul 20, 2021",07/06/2021,2021-07-20,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Jul 6 - Jul 20, 2021",07/06/2021,2021-07-20,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Jul 6 - Jul 20, 2021",07/06/2021,2021-07-20,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,39.7,35.1,44.3,35.1 - 44.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,32.9,31.1,34.7,31.1 - 34.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,35.9,34.8,37,34.8 - 37.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,34,"Jul 21 - Aug 2, 2021",07/21/2021,2021-08-02,23.8,23,24.6,23.0 - 24.6,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,27.3,22.7,32.2,22.7 - 32.2,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,24,22.3,25.7,22.3 - 25.7,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,24.2,23.1,25.5,23.1 - 25.5,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,15,14.4,15.7,14.4 - 15.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,31.9,27,37.3,27.0 - 37.3,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,25.4,23.7,27.1,23.7 - 27.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,30.3,29.1,31.5,29.1 - 31.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,23.1,22.2,24,22.2 - 24.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,37.7,32.8,42.8,32.8 - 42.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,30.8,29,32.7,29.0 - 32.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,34.6,33.2,35.9,33.2 - 35.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,35,"Aug 4 - Aug 16, 2021",08/04/2021,2021-08-16,26,25.2,26.9,25.2 - 26.9,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,28.9,25.5,32.6,25.5 - 32.6,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,24.9,23.5,26.3,23.5 - 26.3,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,25.7,24.7,26.7,24.7 - 26.7,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,16.3,15.5,17,15.5 - 17.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,31,27.5,34.8,27.5 - 34.8,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,27.7,26.2,29.2,26.2 - 29.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,31.1,30,32.2,30.0 - 32.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,24.2,23.3,25,23.3 - 25.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,36.3,32.8,40,32.8 - 40.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,32.7,31.3,34.3,31.3 - 34.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,35.9,34.8,37.1,34.8 - 37.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,36,"Aug 18 - Aug 30, 2021",08/18/2021,2021-08-30,27.1,26.2,28.1,26.2 - 28.1,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,26.9,21.8,32.4,21.8 - 32.4,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,25,23.2,26.9,23.2 - 26.9,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,25.2,23.9,26.5,23.9 - 26.5,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,16.6,15.9,17.3,15.9 - 17.3,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,27.8,23.4,32.6,23.4 - 32.6,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,29.5,27.9,31.2,27.9 - 31.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,30.2,29.1,31.2,29.1 - 31.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,25,24.2,25.8,24.2 - 25.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,33.9,29,39.1,29.0 - 39.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,33.9,32.1,35.8,32.1 - 35.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,34.6,33.3,35.9,33.3 - 35.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,37,"Sep 1 - Sep 13, 2021",09/01/2021,2021-09-13,27.9,27,28.8,27.0 - 28.8,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,32.7,27.7,38.1,27.7 - 38.1,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,23.7,21.8,25.7,21.8 - 25.7,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,25.9,24.9,27,24.9 - 27.0,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,15.7,15,16.4,15.0 - 16.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,35.8,31.2,40.6,31.2 - 40.6,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,27.1,25.2,29,25.2 - 29.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,31.5,30.3,32.7,30.3 - 32.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,23.5,22.7,24.3,22.7 - 24.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,41.2,36.1,46.4,36.1 - 46.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,32.2,30.1,34.3,30.1 - 34.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,36.5,35.3,37.6,35.3 - 37.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,38,"Sep 15 - Sep 27, 2021",09/15/2021,2021-09-27,26.4,25.6,27.2,25.6 - 27.2,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,29.1,24.2,34.4,24.2 - 34.4,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,23.1,21.6,24.8,21.6 - 24.8,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,25.7,24.6,26.8,24.6 - 26.8,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,15.6,14.9,16.3,14.9 - 16.3,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,33.8,29.2,38.5,29.2 - 38.5,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,27,25.5,28.5,25.5 - 28.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,30.9,29.5,32.3,29.5 - 32.3,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,22.9,22.1,23.7,22.1 - 23.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,39,34.3,43.9,34.3 - 43.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,31.8,30.2,33.4,30.2 - 33.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,35.8,34.5,37.1,34.5 - 37.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.2,39,"Sep 29 - Oct 11, 2021",09/29/2021,2021-10-11,25.9,25.1,26.7,25.1 - 26.7,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,2021-11-30,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,2021-11-30,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,2021-11-30,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,2021-11-30,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,27.7,22.3,33.6,22.3 - 33.6,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,23.6,22,25.3,22.0 - 25.3,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,23.9,23,24.9,23.0 - 24.9,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,15.7,15,16.5,15.0 - 16.5,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,2021-11-30,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,2021-11-30,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,2021-11-30,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,2021-11-30,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,29,24.7,33.7,24.7 - 33.7,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,28.2,26.5,30,26.5 - 30.0,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,28.7,27.6,29.7,27.6 - 29.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,22.4,21.5,23.2,21.5 - 23.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,2021-11-30,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,2021-11-30,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,2021-11-30,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Oct 12 - Nov 30, 2021",10/12/2021,2021-11-30,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,35.5,30.1,41.1,30.1 - 41.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,32.8,31.1,34.6,31.1 - 34.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,33.4,32.4,34.5,32.4 - 34.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.3,40,"Dec 1 - Dec 13, 2021",12/01/2021,2021-12-13,25.3,24.5,26.1,24.5 - 26.1,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,23.3,20.4,26.5,20.4 - 26.5,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,24.4,22.7,26.2,22.7 - 26.2,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,27.1,26.1,28.1,26.1 - 28.1,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,17.2,16.7,17.8,16.7 - 17.8,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,27.9,25.1,30.9,25.1 - 30.9,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,28.2,26.7,29.7,26.7 - 29.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,31.3,30.2,32.4,30.2 - 32.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,24.3,23.6,25,23.6 - 25.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,33,29.8,36.2,29.8 - 36.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,32.7,31,34.3,31.0 - 34.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,36.2,35.1,37.3,35.1 - 37.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.3,41,"Dec 29, 2021 - Jan 10, 2022",12/29/2021,2022-01-10,27.4,26.7,28.1,26.7 - 28.1,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,2022-02-07,22,19.3,25,19.3 - 25.0,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,2022-02-07,23.1,21.8,24.4,21.8 - 24.4,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,2022-02-07,26.1,24.9,27.2,24.9 - 27.2,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,2022-02-07,17.8,17.2,18.4,17.2 - 18.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,2022-02-07,28.6,24.6,32.8,24.6 - 32.8,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,2022-02-07,26.8,25.4,28.2,25.4 - 28.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,2022-02-07,31,29.8,32.2,29.8 - 32.2,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.3,42,"Jan 26 - Feb 7, 2022",01/26/2022,2022-02-07,23.7,23,24.5,23.0 - 24.5,NA
