Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,29.4,26.2,32.8,26.2 - 32.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,33.7,30.8,36.7,30.8 - 36.7,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,30.9,30.1,31.7,30.1 - 31.7,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,33.5,30.4,36.8,30.4 - 36.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,22.3,18.9,26,18.9 - 26.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,41.9,38,45.9,38.0 - 45.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,39.2,36.6,41.9,36.6 - 41.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,35.1,34.2,36,34.2 - 36.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,37.3,33.9,40.9,33.9 - 40.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,25.7,22.2,29.4,22.2 - 29.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.6,49,"Sep 14 - Sep 26, 2022",09/14/2022,2022-09-26,45.7,41.8,49.7,41.8 - 49.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,28.5,25.5,31.6,25.5 - 31.6,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,23.9,23,24.9,23.0 - 24.9,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,26.4,22.7,30.4,22.7 - 30.4,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,20.7,16.9,24.9,16.9 - 24.9,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,31.2,26.8,35.7,26.8 - 35.7,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,31,28,34.1,28.0 - 34.1,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,30.8,29.8,31.9,29.8 - 31.9,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,31.5,28,35.2,28.0 - 35.2,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,25.8,20.3,32,20.3 - 32.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,41.9,37.5,46.4,37.5 - 46.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,37.7,34.5,40.9,34.5 - 40.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,35.3,34.3,36.4,34.3 - 36.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,36.2,32.4,40,32.4 - 40.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,29.7,24.3,35.6,24.3 - 35.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.6,50,"Oct 5 - Oct 17, 2022",10/05/2022,2022-10-17,46.8,41.9,51.6,41.9 - 51.6,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,28.2,25.3,31.2,25.3 - 31.2,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,22.5,21.8,23.2,21.8 - 23.2,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,24.1,21.7,26.7,21.7 - 26.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,18.5,15.3,21.9,15.3 - 21.9,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,31.9,28.7,35.4,28.7 - 35.4,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,37.3,34.5,40.1,34.5 - 40.1,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,30.1,29.2,31,29.2 - 31.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,27.7,25.7,29.7,25.7 - 29.7,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,21.8,18.3,25.8,18.3 - 25.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,42.5,37.9,47.1,37.9 - 47.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,43,40.3,45.7,40.3 - 45.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,34.1,33.3,35,33.3 - 35.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,32.9,30.5,35.2,30.5 - 35.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,27.4,23.3,31.8,23.3 - 31.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.6,51,"Nov 2 - Nov 14, 2022",11/02/2022,2022-11-14,46.4,42.1,50.7,42.1 - 50.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,26.4,24,28.8,24.0 - 28.8,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,22.3,21.6,23.1,21.6 - 23.1,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,25.8,23.8,28,23.8 - 28.0,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,17.9,14.9,21.3,14.9 - 21.3,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,33.4,30.6,36.3,30.6 - 36.3,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,31.5,29.1,34.1,29.1 - 34.1,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,28.5,27.7,29.3,27.7 - 29.3,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,28.5,26.5,30.6,26.5 - 30.6,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,20,17.1,23.2,17.1 - 23.2,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,39.8,36.4,43.3,36.4 - 43.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,36.4,33.9,39,33.9 - 39.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,32.6,31.9,33.4,31.9 - 33.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,34.3,32.4,36.3,32.4 - 36.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,25.7,22.2,29.5,22.2 - 29.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,52,"Dec 9 - Dec 19, 2022",12/09/2022,2022-12-19,44.5,41.5,47.6,41.5 - 47.6,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,28.1,26.3,29.9,26.3 - 29.9,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,20.9,20.3,21.5,20.3 - 21.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,21.7,19.8,23.8,19.8 - 23.8,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,18,14.6,21.8,14.6 - 21.8,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,25.1,22.4,28.1,22.4 - 28.1,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,31.6,29.1,34.1,29.1 - 34.1,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,27.1,26.4,27.7,26.4 - 27.7,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,26.8,24.6,29.1,24.6 - 29.1,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,21,17.9,24.5,17.9 - 24.5,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,33.7,30.8,36.7,30.8 - 36.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,38.5,36.3,40.7,36.3 - 40.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,31.1,30.4,31.8,30.4 - 31.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,31.6,29.3,33.8,29.3 - 33.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,25.2,21.7,29,21.7 - 29.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,53,"Jan 4 - Jan 16, 2023",01/04/2023,2023-01-16,38.1,35.2,41.1,35.2 - 41.1,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,24.4,22.1,26.8,22.1 - 26.8,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,20.9,20.1,21.7,20.1 - 21.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,23.6,21.6,25.7,21.6 - 25.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,13.8,11.5,16.3,11.5 - 16.3,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,28.6,25.9,31.4,25.9 - 31.4,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,31.2,28.4,34,28.4 - 34.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,27.8,27.1,28.6,27.1 - 28.6,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,27.4,25.1,29.7,25.1 - 29.7,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,19.8,17.4,22.4,17.4 - 22.4,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,36.6,33.5,39.8,33.5 - 39.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,35.9,33.2,38.6,33.2 - 38.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,31.5,30.7,32.3,30.7 - 32.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,32.5,30.1,35,30.1 - 35.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,22.6,20,25.4,20.0 - 25.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.7,54,"Feb 1 - Feb 13, 2023",02/01/2023,2023-02-13,41.9,38.7,45.1,38.7 - 45.1,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,24.5,22.7,26.5,22.7 - 26.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,21,20.3,21.8,20.3 - 21.8,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,23.9,21,27,21.0 - 27.0,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,14.8,12.8,17,12.8 - 17.0,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,27.3,24.5,30.3,24.5 - 30.3,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,29.4,27.1,31.8,27.1 - 31.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,28.2,27.4,29,27.4 - 29.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,29.6,27,32.3,27.0 - 32.3,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,18.5,16,21.3,16.0 - 21.3,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,36,32.1,40,32.1 - 40.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,35.1,32.9,37.4,32.9 - 37.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,32.2,31.4,33,31.4 - 33.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,34.4,31.3,37.6,31.3 - 37.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,23.5,20.9,26.3,20.9 - 26.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.8,55,"Mar 1 - Mar 13, 2023",03/01/2023,2023-03-13,41.9,37.7,46.1,37.7 - 46.1,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,24.1,21.7,26.6,21.7 - 26.6,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,20.1,19.3,20.9,19.3 - 20.9,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,20.3,18.2,22.6,18.2 - 22.6,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,18,15.3,20.9,15.3 - 20.9,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,28.9,25.4,32.5,25.4 - 32.5,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,30.5,28.1,33,28.1 - 33.0,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,27.9,27.1,28.7,27.1 - 28.7,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,26,23.4,28.8,23.4 - 28.8,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,18.5,15.9,21.2,15.9 - 21.2,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,38.9,35.6,42.2,35.6 - 42.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,35.7,33.1,38.5,33.1 - 38.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,31.8,30.9,32.7,30.9 - 32.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,31.7,29,34.5,29.0 - 34.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,25.4,22.3,28.7,22.3 - 28.7,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.8,56,"Mar 29 - Apr 10, 2023",03/29/2023,2023-04-10,42.8,39.2,46.5,39.2 - 46.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,25,21.8,28.3,21.8 - 28.3,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic White, single race",3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,20.6,19.8,21.4,19.8 - 21.4,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Black, single race",3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,24.3,22.2,26.5,22.2 - 26.5,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,17.7,15,20.7,15.0 - 20.7,NA
Symptoms of Depressive Disorder,By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,27.2,24,30.6,24.0 - 30.6,NA
Symptoms of Anxiety Disorder,By Race/Hispanic ethnicity,United States,Hispanic or Latino,3.8,57,"Apr 26 - May 8, 2023",04/26/2023,2023-05-08,32.1,29,35.2,29.0 - 35.2,NA
